cantico_id,club_id,equipo_mencionado_fuente,titulo_referencia,letra_original,contexto_cantico,referente_contextual,fuente_contexto,estado_contexto,fuente,url,fecha_consulta,fecha_publicacion,metodo_adquisicion,numero_palabras,estado_verificacion,posible_similar_a,revision_manual,observacion_revision
CAN0079,CLU005,Atlético Bucaramanga,Cántico 18 (Fortaleza Leoparda),"POLICIA, POLICIA,
QUE ASUSTADO SE TE VE,
CUANDO VIENES AL ESTADIO,
QUIEN SE COME A TU MUJER.",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-18,2026-09-01,,Copiado de texto público mediante extracción reproducible,17,aceptado,,No,
CAN0080,CLU005,Atlético Bucaramanga,Cántico 2 (Fortaleza Leoparda),"(RITMO LA GUITARRA, AUNTENTICOS DECADENTES)
POR QUE YO TE QUIERO DE VERDAD,
TE SIGO A DONDE VAS,
A DONDE QUIERAS IR,
EL SENTIMIENTO, NO SE COMPRA NI SE VENDE,
YO SOY LEOPARDO Y AURIVERDE HASTA LA MUERTE",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-2,2026-09-01,,Copiado de texto público mediante extracción reproducible,37,aceptado,,No,
CAN0081,CLU005,Atlético Bucaramanga,Cántico 3 (Fortaleza Leoparda),"MIRA ESA BARRA, QUE PORQUERIA
LOS ESPERAMOS EN LA ESQUINA A LA SALIDA",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-3,2026-09-01,,Copiado de texto público mediante extracción reproducible,13,aceptado,,No,
CAN0082,CLU005,Atlético Bucaramanga,Cántico 4 (Fortaleza Leoparda),"OIGAN SEÑORES QUE SOY LEOPARDO Y TENGO AGUANTE
Y SIGO A BUCARAMANGUITA POR TODAS PARTES
ES UN SENTIMIENTO QUE SE LLEVA EN EL CORAZON
YO DARIA TODA MI VIDA POR SER CAMPEON
VAMOS LEOPARDOS, VAMOS LEOPARDOS,
VAMOS LEOPARDOS, VAMOS LEOPARDOS.",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-4,2026-09-01,,Copiado de texto público mediante extracción reproducible,40,aceptado,,No,
CAN0083,CLU005,Atlético Bucaramanga,Cántico 5 (Fortaleza Leoparda),"RITMO (CANCION DE AMOR, 2MINUTOS)
YO QUE ESTOY ENAMORADO DE VOS,
DESDE HACE MUCHO TIEMPO,
GRITO Y SALTO CUANDO GANAS,
PERO TAMBIEN LLORO CUANDO PIERDES,
MUCHAS VECES HE SUFRIDO POR VOS,
PERO SIGO FIRME A TU LADO,
SIEMPRE TE HE SIDO FIEL,
Y HASTA EL FIN DEL MUNDO TE QUERRE
LEOPARDOS YO TE QUIERO, LEOPARDOS YO TE ADORO,
LEOPARDOS YO TE QUIERO, LEOPARDOS YO TE ADORO,",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-5,2026-09-01,,Copiado de texto público mediante extracción reproducible,66,aceptado,,No,
CAN0084,CLU005,Atlético Bucaramanga,Cántico 6 (Fortaleza Leoparda),"LAAAALALALALA LAAALA
LAAAALALALALA LAAALA
QUE YO, QUE YO, QUE YO QUIERO MORIRME,
QUE YO, QUE YO, QUE YO QUIERO MORIRME ACA,
QUE YO, QUE YO, QUE YO QUIERO MORIRME,
QUE YO, QUE YO, QUE YO QUIERO MORIRME ACA,
POR MI EQUIPO, BUCARAMANGA,
DE CORAZON, TE SIGO HASTA EL FINAL
POR MI EQUIPO, BUCARAMANGA,
DE CORAZON, TE SIGO HASTA EL FINAL
HEY, HEY, HEY, HEY, HEY, HEY, HEY.",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-6,2026-09-01,,Copiado de texto público mediante extracción reproducible,67,aceptado,,No,
CAN0085,CLU005,Atlético Bucaramanga,Cántico 7 (Fortaleza Leoparda),"RITMO (CALZONES ROTOS, NO TE CALLES)
GRITA, SALTA, LLORA, DALE CON BUCAROS OOOOOO
GRITA, SALTA, LLORA, DALE CON BUCAROS OOOOOO",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-7,2026-09-01,,Copiado de texto público mediante extracción reproducible,20,aceptado,,No,
CAN0086,CLU005,Atlético Bucaramanga,Cántico 8 (Fortaleza Leoparda),"POR MI EQUIPO, Y MI BANDERA,
EN LAS GRADAS MORIRE,
SOY LEOPARDO, PARA SIEMPRE,
Y POR SIEMPRE, TE QUERRE,
CON HONOR, Y CON ORGULLO,
TUS COLORES, DEFENDERE,
VISITANTES DE LA MIERDA,
POR EL CULO LES DARE.",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-8,2026-09-01,,Copiado de texto público mediante extracción reproducible,36,aceptado,,No,
CAN0087,CLU005,Atlético Bucaramanga,Cántico 9 (Fortaleza Leoparda),"NO ME IMPORTA LO QUE DIGAN,
LO QUE DIGAN LOS DEMAS,
YO TE SIGO A TODAS PARTES,
Y CADA DIA TE QUIERO MAS.",,,,,Fortaleza Leoparda (4mg),http://www.fortaleza.4mg.com/canticos.htm#cantico-9,2026-09-01,,Copiado de texto público mediante extracción reproducible,23,aceptado,,No,
CAN0088,CLU006,Atlético Nacional,A mi me volvió loco ser de Nacional,"A mi me volvió loco ser de NACIONAL
en la cancha que juegue siempre voy a estar
yo soy del verde desde que nací
y yo del verde me voy a morir
el dia que me muera me vas a escuchar
porque yo desde arriba te voy alentar
soy verdolaga y esa es mi pasión
es la alegría de mi corazón.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/a-mi-me-volvio-loco-ser-de-nacional/,2026-09-01,,Copiado de texto público mediante extracción reproducible,61,aceptado,,No,
CAN0089,CLU006,Atlético Nacional,"Al campeón, yo lo llevo en el corazón","Al campeón yo lo llevo en el corazón
Vos campeón sos mi vida mi gran pasión
Porque la vuelta vamo a dar
Y con la hinchada festejar
VAMOS NACIONAL",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/al-campeon-yo-lo-llevo-en-el-corazon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,29,aceptado,,No,
CAN0090,CLU006,Atlético Nacional,Campeón al Chapecoense,"Que se escuche,
en todo el continente,
siempre recordaremos,
campeón al Chapecoense",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/campeon-al-chapecoense/,2026-09-01,,Copiado de texto público mediante extracción reproducible,12,aceptado,,No,
CAN0091,CLU006,Atlético Nacional,Cantemos Sureños,"Somos los verdolagas
Ya todos sabeen
Mi pueblo lleva al verde
En su corazon
Nadie iguala la hinchada
Del verdolagaaa
Llora rojo hp
Por maricoooon
Cantemos sureños
Que la vuelta vamos a dar
Tomando cerveza
Todos vamo' a festejar",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/cantemos-surenos/,2026-09-01,,Copiado de texto público mediante extracción reproducible,39,aceptado,,No,
CAN0092,CLU006,Atlético Nacional,Cuando Canta La Sur,"Cuando canta la Sur
Cuando canta un Sureño
Palpita el corazón
De mi pueblo Antioqueño
Vamos mi Nacional
Aqui siempre estaremos
La Sur canta para vos
Y vamo' a salir primeros",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/cuando-canta-la-sur/,2026-09-01,,Copiado de texto público mediante extracción reproducible,31,aceptado,,No,
CAN0093,CLU006,Atlético Nacional,Cuando Yo Me Muera,"Cuando yo me muera
Yo quiero que mi cajon
Lo pinten de Verde y Blanco
Igual que mi Corazón...
Cuando yo me muera
No me vallan a llorar
Porque yo nací del Verde
Y el Verde es Felicidad
Salta la tribuna late el corazón
Vamos Verdolaga quiero ser Campeón
Y vamos los Verdes siempre voy a estar
Porque ni la muerte nos va a separar",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/cuando-yo-me-muera/,2026-09-01,,Copiado de texto público mediante extracción reproducible,65,aceptado,,No,
CAN0094,CLU006,Atlético Nacional,Dale ve que quiero festejar,"Dale ve que quiero festejar
te sigo a todas partes visitante o local
vos haces latir los corazones de Antioquia
mi pueblo y sus colores
dale dale verde dale mi verde
dale ve dale ve
dale dale verde dale mi verde
dale ve dale ve",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/dale-ve-que-quiero-festejar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,45,aceptado,,No,
CAN0095,CLU006,Atlético Nacional,De la cuna hasta el cajon,"yo recuerdo la primer dia que vine a verte
mi cucho estaba orgulloso por verme de verde
de la cuna asta el cajon
toda mi vida con esta pasion
ahora sueño que mis hijos tambien canten esta cancion",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/de-la-cuna-hasta-el-cajon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,38,aceptado,,No,
CAN0096,CLU006,Atlético Nacional,Dejo todo por verte,"dejo todo por verte te sigo a todos lados,
verde aquí esta tu gente
que nunca te ha fallado
yo vengo desde que era un niño
cada día que pasa te quiero mas...",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/dejo-todo-por-verte/,2026-09-01,,Copiado de texto público mediante extracción reproducible,33,aceptado,,No,
CAN0097,CLU006,Atlético Nacional,Desde La cuna hasta el cajón,"Yo recuerdo el primer día que vine a verte
Mi cucho estaba orgulloso por verme de verde
De la cuna hasta el cajón
Toda mi vida con esta pasión
Esto de ser del verde no se puede entender
Porque es un sentimiento,que me hace enloquecer
Y vamos verdolaga, la vuelta quiero dar,
Cantar con los parceros y juntos festejar
Va, vamos nacional te vine alentar
En la buena y la mala voy a estar
Vamos los verdolagas dejen todo en la cancha
Esta es tu tribuna en carnaval!",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/desde-la-cuna-hasta-el-cajon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,89,aceptado,,No,
CAN0098,CLU006,Atlético Nacional,El Cielo Puede Esperar,"Despertas Y Ya Sabes
No Es Un Dia Mas!!
Es Un Diaa Especial
Yo No Se Donde Esta... La Felicidad
Pero La Voy A Encontraar
Porq Hay Un Lugar En Mi Corazon
Q Se Lo Robo Un Amor
Jueeegaa El Veerde Y Si Muero Hoy
El Cieeelo Puede Esperar",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/el-cielo-puede-esperar/,2026-09-01,,Copiado de texto público mediante extracción reproducible,49,aceptado,,No,
CAN0099,CLU006,Atlético Nacional,En el Cielo alentando está la Banda Inmortal,"Vamos vamos vamos vamos vamos vamos Verde
Vamos vamos vamos vamos vamos Nacional
Vamos mi Verde que arriba en el cielo
Alentando esta la Banda Inmortal",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/en-el-cielo-alentando-esta-la-banda-inmortal/,2026-09-01,,Copiado de texto público mediante extracción reproducible,26,requiere revisión: similitud,CAN0102 | CAN0168,Sí,"Similitud alta conservada: CAN0102 (secuencia=0.885, vocabulario=0.706, longitud=1.000) | CAN0168 (secuencia=0.880, vocabulario=0.812, longitud=0.923)"
CAN0100,CLU006,Atlético Nacional,En la tribuna canta la hinchada,"En la tribuna canta la hinchada
Mientras el verde deja todo en la cancha
El sentimiento
Se hace mas grande por eso mi verde no dejo de amarte
Y aunque haya gente que no nos quiera
Yo seré del verde hasta que me muera
Vamos verdolaga hacerlo por tu hinchada
Que siempre te alienta
Y te lleva en el alma. (bis)",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/en-la-tribuna-canta-la-hinchada/,2026-09-01,,Copiado de texto público mediante extracción reproducible,61,aceptado,,No,
CAN0101,CLU006,Atlético Nacional,Juntos como antes,"Vamos Nacional hoy venimos todos a alentarte
Sos mi pasión , yo he venido al mundo para amarte amarte y amarte.
Que lo escuchen bien los jugadores dejen todo por estos colores
Sírvame otra copa y más cerveza
Vamos todos juntos como antes
Bajan ya los combos de los barrios
Vienen caminando hacia el estadio
Todo para verte a vos
Vamos Verdolaga , aquí está tu hinchada
La que siempre alienta, no le importa nada
Venimos a verte, dejamos el alma
Somos los sureños, decimos presente en la buena y en la mala.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/juntos-como-antes/,2026-09-01,,Copiado de texto público mediante extracción reproducible,91,aceptado,,No,
CAN0102,CLU006,Atlético Nacional,La banda Inmortal,"Vamos vamos vamos vamos vamos vamos Verdee
Vamos vamos vamos vamos vamos Nacionaal
Vamos mi Verde que arriba en el cielo
Alentando esta la Banda Inmortaal",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/la-banda-inmortal/,2026-09-01,,Copiado de texto público mediante extracción reproducible,26,requiere revisión: similitud,CAN0099,Sí,"Similitud alta conservada: CAN0099 (secuencia=0.885, vocabulario=0.706, longitud=1.000)"
CAN0103,CLU006,Atlético Nacional,La de honor verdadero,"Esta es la verdolaga, la de honor verdadero
La que todos los años sale siempre primero
La que va caminando hasta el gallinero,
la que cuelga los trapos en el pascual guerrero
Porque no tiene miedo",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/la-de-honor-verdadero/,2026-09-01,,Copiado de texto público mediante extracción reproducible,36,aceptado,,No,
CAN0104,CLU006,Atlético Nacional,"Llora rojo, Lloren Todos","Verde doy todo por verte
Verde juegues donde juegues
verde no me importa nada mas
rojo corres en todos lados
millos no venis a Medallo
A esta Hinchada vos nunca te le paras (Nunca nunca nunca)
Cuantas veces han lloradoo
Solo saben corre y nada mas...
Llega descontrolada la Hinchada de Nacional
Es la pasión mas Grande Sentimiento Popular
La que llena estadios el Pascual y el Campin
Tomar mucha cerveza Soy Del Verde Soy Feliz...Soy Feliz....",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/llora-rojo-lloren-todos/,2026-09-01,,Copiado de texto público mediante extracción reproducible,78,aceptado,,No,
CAN0105,CLU006,Atlético Nacional,Me contó el Abuelo Que en el año 81,"Me contó el Abuelo
Que en el año 81
En una finaaal
Abandonaste
Que vieron al diablo
Corriendo de miedo
Porque Nacionaaal
Es el más GRANDE
No sos nada, rojo cuál es tu grandeza
Que vergüenza tu hinchada y tus jugadores
Que dejaron ir a la B tus colores
Se cagaron siempre en la Libertadores",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/me-conto-el-abuelo-que-en-el-ano-81/,2026-09-01,,Copiado de texto público mediante extracción reproducible,55,aceptado,,No,
CAN0106,CLU006,Atlético Nacional,Me enamore de ti,"VERDOLAGAAA por siempre voy a ser,
VERDOLAGAAA yo te quiero, te quiero nacional.
siempre te vengo a alentar,
siiii, tuu hinchada ya te lo demostro,
que aunque pierdas siempre estara con vos,
mucha gente defiende esta pasion,
te llevamos en el corazon,
NACIONAL ME ENAMORE DE TI,
tus colores,
el pueblo en que naci,
desde niño mi viejo me enseño,
que es eterna mi pasion por vos,
NACIONAAAL hoy te he venido a ver,
NACIONAAAL hoy no podes perder,
esta hinchada da la vida por vos,
NACIONAL DALE CAMPEON.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/me-enamore-de-ti/,2026-09-01,,Copiado de texto público mediante extracción reproducible,89,aceptado,,No,
CAN0107,CLU006,Atlético Nacional,Mi Juramento Para Ti,"Yo quiero estar cerca de ti, hoy vine a verte
A todos lados voy por ti, te quiero verde.
Yo quiero estar cerca de ti, hoy vine a verte
Mi juramento para ti, siempre presente.
Este amor es una locura
Sos lo más grande, no hay duda
Siempre te vengo a ver
Vamos mi verde
Quiero que sepas que te quiero
Por este amor me muero
Te doy toda mi vida y sin condición
Quiero que demos otra vuelta
Que en Colombia se sepa
Que somos los más grandes, más veces campeón",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/mi-juramento-para-ti/,2026-09-01,,Copiado de texto público mediante extracción reproducible,92,aceptado,,No,
CAN0108,CLU006,Atlético Nacional,Mi pasión es grande,"Me tenes descontrolado
Por el verde loco estoy
Vos sos grande rey de copas
sos el eterno campeon
Y mi pasion es grande fecha tras fecha vengo a alentar
para que el verdolaga dure hasta la eternidaad
Por que vos estas clavado
dentro de mi coraazon
ya aunque vos jugues lejos
siempre te sigo campeon
Sos el orgullo paisa
que a Colombia hace feliz
de poder dar la vuelta
y con la hinchada compartir...",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/mi-pasion-es-grande/,2026-09-01,,Copiado de texto público mediante extracción reproducible,74,aceptado,,No,
CAN0109,CLU006,Atlético Nacional,Mis abuelos me enseñaron a quererte a alentarte,"Mis abuelos me enseñaron a quererte a alentarte y a seguirte hasta la muerte
De pela'o me trajeron a la cancha con los bombos las banderas y avalanchas
Y mi cucho me decia en el estadio...
Que debiamos odiar a Millonarios
A los del rojo en todas partes los corremos...
Tengo aguante voy al frente y soy Sureño
Vamos verdolaga que tenes que dar la vida...
Vamos verdolaga dame una alegria
Verdolaga...Verdolaga...Verdolaga",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/mis-abuelos-me-ensenaron-a-quererte-a-alentarte/,2026-09-01,,Copiado de texto público mediante extracción reproducible,74,aceptado,,No,
CAN0110,CLU006,Atlético Nacional,Muchas veces me rompí la voz,"muchas veces me rompí la voz
alentándote de corazón
mas allá de la razón
sos mi vida, vos sos mi pasión
y dale dale ve y dale verde
y dale dale ve y dale verde
y dale dale ve y dale verde
y dale dale ve y dale verde.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/muchas-veces-me-rompi-la-voz/,2026-09-01,,Copiado de texto público mediante extracción reproducible,49,aceptado,,No,
CAN0111,CLU006,Atlético Nacional,Nacional el orgullo de mi ciudad,"Nacional el orgullo de mi ciudad
es local en la capital y en todo el país!
ven a compartir esta alegría de vivir
el sentimiento que otros no pueden sentir
hay millonarios cagon, nunca lo entenderás
porque aunque quieras tu hinchada no nos va a igualar
dale ve, dale y dale, dale ve dale y dale, dale ve dale y dale ve.
dale ve, dale y dale, dale ve dale y dale, dale ve dale y dale ve.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/nacional-el-orgullo-de-mi-ciudad/,2026-09-01,,Copiado de texto público mediante extracción reproducible,78,aceptado,,No,
CAN0112,CLU006,Atlético Nacional,Nunca pero nunca verde te abandonaremos,"Vamos vamos verde
Esta es tu hinchada de siempre
Quiero volver a verte
Y seguirte hasta la muerte
Verdolaga yo te quiero
Nunca pero nunca
Verde te abandonaremos
Nunca pero nunca
Verde te abandonaremos",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/nunca-pero-nunca-verde-te-abandonaremos/,2026-09-01,,Copiado de texto público mediante extracción reproducible,34,aceptado,,No,
CAN0113,CLU006,Atlético Nacional,Oh vamos verdolaga,"Alerta que llegamos los sureños
Con los bombos, las banderas
Con el corazón de Andrés.
Tranquilo abra paso ahí en el medio
Mientras entran los muchachos con todo su carnaval
El estadio se pone de pie
Ya se alistan todos pa’ alentar
Jugadores escúchenlo bien
Todos juntos vamos a cantar...
Oh vamos verdolaga...
Oh vamos verdolaga...
Oh vamos verdolaga...
Oh vamos verdolaga...",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/oh-vamos-verdolaga/,2026-09-01,,Copiado de texto público mediante extracción reproducible,62,aceptado,,No,
CAN0114,CLU006,Atlético Nacional,"Para salir campeones, hay que poner mas","Ya vas a ver una barra
que es la mas loca de todaaaas
que sigue siempre a los verdes
Yo quiero ganar la copa
Para salir campeones
hay que poner mas
huevoss hueevoos
para salir campeones
hay que poner mas hueevoooos",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/para-salir-campeones-hay-que-poner-mas/,2026-09-01,,Copiado de texto público mediante extracción reproducible,41,aceptado,,No,
CAN0115,CLU006,Atlético Nacional,Pobre diablo,"Pobre diablo... Se dice que se ha visto por la calle llorando.. llorando pues su nombre perdió con sus trapos, Pobre diablo! Que descendió en san Fernando.
Pobre diablo... Se dice que se ha visto por la calle llorando.. llorando pues su nombre perdió con sus trapos, Pobre diablo! Que descendió en san Fernando.
Rojo el fantasma de fué a buscar! No me voy a olvidar, que te Vi descender 5 años en la B...
Peleabas la promoción y me veías campeón, tu hinchada te abandonó mientras me viste en Japón
Pobre diablo... Se dice que se ha visto por la calle llorando.. llorando pues su nombre perdió con sus trapos, Pobre diablo! Que descendió en san Fernando.
Pobre diablo... Se dice que se ha visto por la calle llorando.. llorando pues su nombre perdió con sus trapos, Pobre diablo! Que descendió en san Fernando.
Rojo el fantasma de fué a buscar! No me voy a olvidar, que te Vi descender 5 años en la B...
Peleabas la promoción y me veías campeón, tu hinchada te abandonó mientras me viste en Japón",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/pobre-diablo/,2026-09-01,,Copiado de texto público mediante extracción reproducible,182,aceptado,,No,
CAN0116,CLU006,Atlético Nacional,Por Sos Verde Me Muero,"Por vos verde me muero
Le doy la vuelta al mundo entero
Estar a tu lado yo quiero
Doy gracias a cielo por ser verdolaga
cómo mis abuelos
Verde vos sos mi vida
Siempre vengo alentarte
Sos mi alegría yo no voy a dejarte
Yo soy sureño yo nací para amarte.",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/por-sos-verde-me-muero/,2026-09-01,,Copiado de texto público mediante extracción reproducible,51,aceptado,,No,
CAN0117,CLU006,Atlético Nacional,Queremos ganar la copa libertadores,"Y vamos los verdolagas a ser campeones
Queremos ganar la copa libertadores
En la cancha pongan mas huevos
Que esta tribuna no va a parar
Y todos juntos la vuelta vamos a dar..
Vamos nacional
Vamos nacional
Vamos nacional
Vamos nacional",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/queremos-ganar-la-copa-libertadores/,2026-09-01,,Copiado de texto público mediante extracción reproducible,41,aceptado,,No,
CAN0118,CLU006,Atlético Nacional,Sentimiento que llevo en el corazon,"La locura que desborda mi pasion,
Sentimiento que llevo en el corazon,
Con palabras no se puede explicar ,
Lo que siento cuando juega nacional y vamos vedolaga te venimos a alentar hoy no podes perder hay que ganar ya los sureños con su fiesta formaron el caranaval todo el pueblo no para de festejar vamos nacional.
Ohh vamos verdolaga
Oh vamos verdolaga
Oh vamos verdolaga
Oh vamos verdolaga
Alerta que llegaron los sureños
Con los bombos ,las banderas, con el corazon de andres(escobar)...,
Tranquilos abran paso alla en el medio mientras entran los muchachos con todo su carnaval ,
Ya el estadio se pone de pie,
Ya se alistan a alentar ,
Jugadores escuchenlo bien,
Por que hoy tenemos que ganar",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/sentimiento-que-llevo-en-el-corazon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,120,aceptado,,No,
CAN0119,CLU006,Atlético Nacional,"Sírvame cerveza, sírvame más guaro","Sírvame cerveza, sírvame más guaro
Que la vuelta este año damos
América corriste en el Pascual
Corriste en Medallo sin parar
Te fuiste al descenso de local
Millos vos, que andan siempre en tanquetas no hables más
Que allá en Bogotá somos local
Y es que Libertadores no tendrán, no tendrán",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/sirvame-cerveza-sirvame-mas-guaro/,2026-09-01,,Copiado de texto público mediante extracción reproducible,51,aceptado,,No,
CAN0120,CLU006,Atlético Nacional,Te Quiero Como A Mi Vieja,"Mi verde sos todo lo que yo quiero sos mi alegria
Te quiero como a mi vieja vos sos mi vida
Tengo que reconocer que esto es una enfermedad
De la que quiero morir y no me quiero curar
Yo te vi salir campeón del continente
Vamos mi verdolaga quiero volver a verte
Quiero saltar quiero gritar mi Nacional vamos mi verde",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/te-quiero-como-a-mi-vieja/,2026-09-01,,Copiado de texto público mediante extracción reproducible,62,aceptado,,No,
CAN0121,CLU006,Atlético Nacional,Tus eres mi equipo del alma,"Tus eres mi equipo del alma
Yo siempre te sigo
En toda campaña y jornada estoy siempre contigo
Con esta tu hinchada de siempre con los jugadores
Daremos la vuelta de nuevo en los libertadores
En ciertos momentos
Difíciles que hay en la vida
Te entrego todo mi aliento
Y mi alegría
Desde las tribunas se siente
Un amor desbordante
La hinchada que quiere otra copa
La de más aguante
Vamos vamos Nacional
Vamos vamos verdolaga
Por tu hinchada que te quiere la que siempre te acompaña",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/tus-eres-mi-equipo-del-alma/,2026-09-01,,Copiado de texto público mediante extracción reproducible,87,requiere revisión: similitud,CAN0151,Sí,"Similitud alta conservada: CAN0151 (secuencia=0.989, vocabulario=1.000, longitud=1.000)"
CAN0122,CLU006,Atlético Nacional,Vamos Campeón,"Vamos Campeón
esta es tu hinchada la banda de la nación
La que por vos
Da la vida entera y quiere ser Campeón
No me interesa el apoyo de directivos
A esta hinchada no la para nadaaa
Llegamos de local o visitante
Verde no abandono
Siempre voy aparte
Hay una cosa que yo te puedo jurar
Que el sentimiento nunca voy a negociar
Esta es tu hinchada los muchachos los de siempre
Los que juraron amarte hasta la muerte",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/nacion-verdolaga/letra/vamos-campeon/,2026-09-01,,Copiado de texto público mediante extracción reproducible,79,aceptado,,No,
CAN0123,CLU006,Atlético Nacional,Vamos todos juntos la hinchada y los jugadores,"Vamos Todos Juntos La Hinchada Y Los Jugadores
A Ganar De Nuevo La Copa Libertadores
Soy del verde Porque el verde es alegría
El Más Grande De Colombia verdolaga de mi vida
Lloran Todos Las Gallinas La Indigencia
Porque Saben Que Este Año Los verdes Damos La Vuelta",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/vamos-todos-juntos-la-hinchada-y-los-jugadores/,2026-09-01,,Copiado de texto público mediante extracción reproducible,48,aceptado,,No,
CAN0124,CLU006,Atlético Nacional,"Vamos Verdolagas, aqui esta tu gente","Vamos Verdolagas
Aqui esta tu gente
La que te sigue
La que esta siempre
Vayas donde Vayas
Siempre Estaremos
Vos sos Mi vida
Lo que mas quiero
Dale Vee dale vee Dale ve dale ve dale ve dale ve dale verde daale vee",,,,,Barrabrava.net,https://barrabrava.net/atletico-nacional/los-del-sur/letra/vamos-verdolagas-aqui-esta-tu-gente/,2026-09-01,,Copiado de texto público mediante extracción reproducible,43,aceptado,,No,
